[-8049.0, -38.0],5.000000000003995,5.0,5
[-7113.0, -324.0],4.999999999999699,5.0,5
[-7585.0, -471.0],4.999999999999699,5.0,5
[-8209.0, -1096.0],5.000000000003695,5.0,5
[-7783.0, -743.0],5.000000000004228,5.0,5
[-6890.0, -511.0],4.999999999999965,5.0,5
[-6168.0, -3.0],4.11864120924049,4.570881076142347,4
[-7924.0, -816.0],5.000000000004228,5.0,5
[-6122.0, -707.0],4.999999999999965,5.0,5
[-7257.0, -560.0],4.999999999999965,5.0,5
[-6614.0, -615.0],4.999999999999965,5.0,5
[-6925.0, -228.0],4.999999999999699,5.0,5
[-6490.0, -8.0],4.999999999999715,5.0,5
[-7331.0, -721.0],4.999999999999965,5.0,5
[-7206.0, -40.0],4.999999999999732,5.0,5
[-6401.0, -46.0],4.999999999999732,5.0,5
[-7627.0, -324.0],4.999999999999699,5.0,5
[-7845.0, -542.0],5.000000000004228,5.0,5
[-7129.0, -26.0],4.999999999999715,5.0,5
[-7633.0, -652.0],4.999999999999965,5.0,5
[-6015.0, -326.0],4.999999999999699,5.0,5
[-8038.0, -1138.0],5.000000000003695,5.0,5
[-6405.0, -899.0],4.999999999999965,5.0,5
[-6307.0, -712.0],4.999999999999965,5.0,5
[-8168.0, -843.0],5.000000000004228,5.0,5
[-8083.0, -540.0],5.000000000004228,5.0,5
[-6587.0, -106.0],4.999999999999699,5.0,5
[-6798.0, -453.0],4.999999999999699,5.0,5
[-6527.0, -421.0],4.999999999999699,5.0,5
[-6918.0, -920.0],4.999999999999965,5.0,5
[-8340.0, -622.0],5.000000000004228,5.0,5
[-8152.0, -326.0],5.000000000003961,5.0,5
[-6897.0, -185.0],4.999999999999699,5.0,5
[-6249.0, -153.0],4.939743133886807,7.894088761129785,4
[-7373.0, -476.0],4.999999999999699,5.0,5
[-6531.0, -1107.0],4.999999999999431,5.0,5
[-7047.0, -216.0],4.999999999999699,5.0,5
[-7361.0, -1107.0],4.999999999999431,5.0,5
[-7767.0, -10.0],5.000000000003978,5.0,5
[-6689.0, -608.0],4.999999999999965,5.0,5
[-6073.0, -951.0],8.771415787218011,10.42700780374764,5
[-8156.0, -348.0],5.000000000003961,5.0,5
[-6483.0, -850.0],4.999999999999965,5.0,5
[-8150.0, -527.0],5.000000000004228,5.0,5
[-6097.0, -729.0],4.999999999999965,5.0,5
[-7876.0, -875.0],5.000000000004228,5.0,5
[-6600.0, -683.0],4.999999999999965,5.0,5
[-8161.0, -701.0],5.000000000004228,5.0,5
[-7638.0, -224.0],4.999999999999699,5.0,5
[-7880.0, -760.0],5.000000000004228,5.0,5
[-7094.0, -857.0],4.999999999999965,5.0,5
[-8318.0, -595.0],5.000000000004228,5.0,5
[-6797.0, -1200.0],6.18531554895144,9.282034829358048,5
[-7600.0, -97.0],4.999999999999699,5.0,5
[-6341.0, -897.0],4.999999999999965,5.0,5
[-6090.0, -548.0],8.211106136443284,9.6610211911159,5
[-6189.0, -355.0],4.999999999999697,7.414902615417349,5
[-6699.0, -530.0],4.999999999999965,7.995864232814657,5
[-7854.0, -176.0],5.000000000003961,5.0,5
[-7699.0, -833.0],5.000000000004228,5.0,5
[-7305.0, -391.0],4.923293585926668,6.725048308801904,4
[-7695.0, -1140.0],5.000000000003695,5.294579811164113,5
[-6583.0, -947.0],4.999999999999966,6.618425688284939,5
[-7899.0, -980.0],5.000000000003695,5.0,5
[-7627.0, -958.0],4.999999999999965,5.0,5
[-7731.0, -384.0],5.000000000003961,5.0,5
[-6501.0, -498.0],4.999999999999965,5.0,5
[-6055.0, -36.0],4.999999999999732,5.0,5
[-8184.0, -169.0],5.000000000003961,5.0,5
[-7049.0, -1065.0],4.999999999999431,5.0,5
[-7039.0, -253.0],4.999999999999699,5.0,5
[-6794.0, -321.0],4.999999999999699,6.227705058205966,5
[-7077.0, -181.0],4.999999999999699,5.0,5
[-8104.0, -191.0],5.000000000003961,5.0,5
[-6876.0, -320.0],11.999999999999275,12.0,12
[-6075.0, -85.0],4.999999999999699,5.0,5
[-8121.0, -1106.0],5.000000000003695,5.0,5
[-7039.0, -1151.0],4.999999999999431,5.0,5
[-7381.0, -163.0],4.999999999999699,5.0,5
[-7964.0, -407.0],5.000000000003961,5.0,5
[-8165.0, -594.0],5.000000000004228,5.0,5
[-7343.0, -649.0],4.9999999999999645,7.00602967255564,5
[-6818.0, -8.0],4.999999999999715,5.0,5
[-7462.0, -982.0],4.999999999999431,5.0,5
[-7464.0, -423.0],4.999999999999699,5.0,5
[-7925.0, -906.0],5.000000000004228,5.0,5
[-7964.0, -879.0],5.000000000004228,5.0,5
[-6908.0, -963.0],4.999999999999431,5.0,5
[-6469.0, -918.0],4.999999999999965,5.0,5
[-6930.0, -584.0],4.999999999999965,5.0,5
[-6772.0, -992.0],4.999999999999431,5.0,5
[-7031.0, -624.0],4.999999999999965,5.0,5
[-7924.0, -346.0],5.000000000003961,5.0,5
[-7053.0, -287.0],4.999999999999699,5.0,5
[-7693.0, -467.0],5.000000000003961,5.0,5
[-7762.0, -1077.0],5.000000000003695,5.0,5
[-7643.0, -1176.0],8.475930367288612,9.65599351867651,5
[-8000.0, -923.0],4.987188308905885,6.262251243099084,4
[-7368.0, -52.0],4.999999999999732,5.0,5
[-6290.0, -609.0],4.999999999999965,5.0,5
[-8042.0, -1040.0],5.000000000003695,5.0,5
[-6064.0, -837.0],7.482735140548339,9.8483343799728,5
[-6773.0, -167.0],4.999999999999699,5.0,5
[-7842.0, -789.0],5.000000000004228,5.0,5
[-8305.0, -392.0],5.000000000003961,5.0,5
[-6631.0, -511.0],4.999999999999966,6.144586241280027,5
[-7093.0, -988.0],4.999999999999431,5.0,5
[-7383.0, -978.0],4.999999999999431,5.0,5
[-6405.0, -224.0],4.022016611715752,7.60358780145283,4
[-8166.0, -843.0],5.000000000004228,5.0,5
[-6158.0, -1162.0],4.999999999999431,5.0,5
[-6990.0, -807.0],4.999999999999965,5.0,5
[-7064.0, -388.0],4.9999999999997,7.08208142745073,5
[-6830.0, -292.0],4.346560854650206,5.957714619487212,4
[-6676.0, -864.0],4.999999999999965,5.0,5
[-8078.0, -442.0],5.000000000003961,5.0,5
[-6824.0, -192.0],4.999999999999699,5.0,5
