
"((64.2290637, 55.8779326), (64.2292875, 55.8779831))",unclassified,road
"((64.2292875, 55.8779831), (64.2294055, 55.8779861))",unclassified,road
"((64.2294055, 55.8779861), (64.2295182, 55.877956))",unclassified,road
"((64.2295182, 55.877956), (64.2295933, 55.8779079))",unclassified,road
"((64.2295933, 55.8779079), (64.2296308, 55.8778507))",unclassified,road
"((84.659357, 52.9769596), (84.659824, 52.9772665))",tertiary,road
"((30.3531392, 59.9096625), (30.3533041, 59.909883))",service,road
"((78.6226194, 52.998574), (78.6224178, 52.9987695))",unclassified,road
"((78.6224178, 52.9987695), (78.6221275, 52.998845))",unclassified,road
"((78.6221275, 52.998845), (78.6212473, 52.9989296))",unclassified,road
"((78.6212473, 52.9989296), (78.620639, 52.9989784))",unclassified,road
"((78.620639, 52.9989784), (78.6204109, 52.9990699))",unclassified,road
"((47.9696353, 46.3528136), (47.9694924, 46.352654))",unclassified,road
"((47.9694924, 46.352654), (47.9694614, 46.352581))",unclassified,road
"((47.9694614, 46.352581), (47.9694441, 46.3525466))",unclassified,road
"((47.9694441, 46.3525466), (47.9694441, 46.3524411))",unclassified,road
"((47.9694441, 46.3524411), (47.969418, 46.352387))",unclassified,road
"((18.058936, 68.848695), (18.058675, 68.848651))",service,road
"((18.058675, 68.848651), (18.058291, 68.848551))",service,road
"((18.058291, 68.848551), (18.057977, 68.848457))",service,road
"((18.057977, 68.848457), (18.057716, 68.848369))",service,road
"((18.057716, 68.848369), (18.05741, 68.848256))",service,road
"((16.3198064, 68.885669), (16.320071, 68.8856061))",service,road
"((16.320071, 68.8856061), (16.320136, 68.8855416))",service,road
"((29.6172628, 63.0490412), (29.6171844, 63.0492497))",service,road
"((29.6171844, 63.0492497), (29.6170032, 63.0493558))",service,road
"((29.6170032, 63.0493558), (29.6167166, 63.0496082))",service,road
"((29.6167166, 63.0496082), (29.6165101, 63.0497057))",service,road
"((29.6165101, 63.0497057), (29.6162908, 63.0498232))",service,road
"((86.2417381, 54.5315755), (86.2420917, 54.5316788))",service,road
"((57.4765514, 66.5107263), (57.4938526, 66.5141233))",unclassified,road
"((25.1003518, 64.6571436), (25.1001107, 64.6572581))",service,road
"((30.1967351, 61.5179867), (30.1964313, 61.5178682))",service,road
"((30.1964313, 61.5178682), (30.196281, 61.5178411))",service,road
"((30.196281, 61.5178411), (30.1960701, 61.5179015))",service,road
"((30.1960701, 61.5179015), (30.1962041, 61.5180474))",service,road
"((30.1962041, 61.5180474), (30.1963275, 61.5181243))",service,road
"((65.0561637, 55.5950349), (65.0566859, 55.5949184))",unclassified,road
"((65.0566859, 55.5949184), (65.058443, 55.5947036))",unclassified,road
"((65.058443, 55.5947036), (65.0593132, 55.5946025))",unclassified,road
"((65.0593132, 55.5946025), (65.0600718, 55.5944738))",unclassified,road
"((33.2321595, 69.1866468), (33.2315515, 69.1865556))",service,road
"((33.2315515, 69.1865556), (33.2306456, 69.1866068))",service,road
"((33.2306456, 69.1866068), (33.2299338, 69.1866755))",service,road
"((33.2299338, 69.1866755), (33.2291081, 69.1867821))",service,road
"((33.2291081, 69.1867821), (33.2286018, 69.1871755))",service,road
"((38.2503583, 56.2544142), (38.2505955, 56.2544021))",unclassified,road
"((38.2505955, 56.2544021), (38.2508309, 56.2544097))",unclassified,road
"((38.2508309, 56.2544097), (38.2510906, 56.2544389))",unclassified,road
"((30.2894691, 59.9929859), (30.2900523, 59.9931416))",service,road
"((40.256627, 57.4559424), (40.2573941, 57.4557496))",tertiary,road
"((49.7042094, 58.6066061), (49.7046344, 58.6063819))",unclassified,road
"((49.7046344, 58.6063819), (49.7051878, 58.60617))",unclassified,road
"((49.7051878, 58.60617), (49.7062518, 58.6058163))",unclassified,road
"((49.7062518, 58.6058163), (49.7067311, 58.605685))",unclassified,road
"((49.7067311, 58.605685), (49.7085871, 58.6051504))",unclassified,road
"((52.15726, 53.9931135), (52.1568807, 53.9928123))",service,road
"((52.1568807, 53.9928123), (52.1563599, 53.9925527))",service,road
"((85.1908095, 52.5324299), (85.1903093, 52.5323668))",secondary,road
"((85.1903093, 52.5323668), (85.1899119, 52.5323166))",secondary,road
"((85.1899119, 52.5323166), (85.1889261, 52.5321928))",secondary,road
"((85.1889261, 52.5321928), (85.1869414, 52.531943))",secondary,road
"((66.638914, 66.5424705), (66.6383135, 66.5428573))",service,road
"((66.6383135, 66.5428573), (66.6385442, 66.5429512))",service,road
"((66.6385442, 66.5429512), (66.6379085, 66.5433249))",service,road
"((66.6379085, 66.5433249), (66.6381311, 66.5433965))",service,road
"((66.6381311, 66.5433965), (66.6374257, 66.5438075))",service,road
"((39.4357882, 57.202539), (39.4358817, 57.2026522))",tertiary,road
"((39.4358817, 57.2026522), (39.4361435, 57.202969))",tertiary,road
"((39.4361435, 57.202969), (39.4362761, 57.2031296))",tertiary,road
"((39.4362761, 57.2031296), (39.4363926, 57.2032707))",tertiary,road
"((52.388227, 55.6383113), (52.3879436, 55.6379571))",service,road
"((52.3879436, 55.6379571), (52.3873991, 55.6373137))",service,road
"((52.3873991, 55.6373137), (52.3872006, 55.6370412))",service,road
"((52.3872006, 55.6370412), (52.3871738, 55.6367748))",service,road
"((52.3871738, 55.6367748), (52.3873132, 55.6365325))",service,road
"((58.9355093, 53.3427575), (58.9345221, 53.3435592))",service,road
"((60.0260284, 57.9291685), (60.0255524, 57.9294827))",service,road
"((60.0255524, 57.9294827), (60.025472, 57.9295382))",service,road
"((60.025472, 57.9295382), (60.0250543, 57.9297922))",service,road
"((60.0250543, 57.9297922), (60.0245191, 57.9301192))",service,road
"((60.0245191, 57.9301192), (60.0244958, 57.9301444))",service,road
"((65.2761721, 58.0525203), (65.2763664, 58.0524649))",service,road
"((65.2763664, 58.0524649), (65.2767813, 58.0523626))",service,road
"((65.2767813, 58.0523626), (65.2770629, 58.0523101))",service,road
"((65.2770629, 58.0523101), (65.2776691, 58.052232))",service,road
"((65.2776691, 58.052232), (65.2784513, 58.0521464))",service,road
"((58.7231391, 57.2488544), (58.7226271, 57.2484032))",service,road
"((58.7226271, 57.2484032), (58.7226517, 57.2483415))",service,road
"((58.7226517, 57.2483415), (58.7233049, 57.2481215))",service,road
"((60.383731, 54.9974103), (60.3837885, 54.9975003))",unclassified,road
"((60.3837885, 54.9975003), (60.3841826, 54.9981174))",unclassified,road
"((60.3841826, 54.9981174), (60.3843814, 54.9983279))",unclassified,road
"((60.3843814, 54.9983279), (60.3846089, 54.9985305))",unclassified,road
"((60.3846089, 54.9985305), (60.3848209, 54.998779))",unclassified,road
"((27.1904155, 63.5641815), (27.1909478, 63.5642591))",service,road
"((85.7546988, 49.1647237), (85.7546505, 49.1645799))",service,road
"((85.7546505, 49.1645799), (85.7545567, 49.1644273))",service,road
"((85.7545567, 49.1644273), (85.754436, 49.1642694))",service,road
"((85.754436, 49.1642694), (85.7542858, 49.1641765))",service,road
"((85.7542858, 49.1641765), (85.7542294, 49.1641326))",service,road
"((56.7215772, 59.6230278), (56.7214362, 59.622939))",,rail
"((56.7214362, 59.622939), (56.72131, 59.6228571))",,rail
"((56.72131, 59.6228571), (56.7211851, 59.6227746))",,rail
"((56.7211851, 59.6227746), (56.7210813, 59.6227014))",,rail
"((56.7210813, 59.6227014), (56.7209508, 59.6226107))",,rail
"((49.534113, 53.4158825), (49.5345919, 53.415758))",service,road
"((49.5345919, 53.415758), (49.5344283, 53.4155205))",service,road
"((49.5344283, 53.4155205), (49.5343557, 53.4154073))",service,road
"((49.5343557, 53.4154073), (49.5342415, 53.4152616))",service,road
"((49.5342415, 53.4152616), (49.5345696, 53.4151702))",service,road
"((66.6878596, 63.7000096), (66.6886579, 63.7002777))",unclassified,road
"((66.6886579, 63.7002777), (66.69111, 63.7010428))",unclassified,road
"((66.69111, 63.7010428), (66.6921891, 63.7013542))",unclassified,road
"((66.6921891, 63.7013542), (66.6923379, 63.7013871))",unclassified,road
"((66.6923379, 63.7013871), (66.692495, 63.7014091))",unclassified,road
"((39.1770685, 57.9769295), (39.1756536, 57.9774909))",primary,road
"((39.1756536, 57.9774909), (39.1740161, 57.9781457))",primary,road
"((39.1740161, 57.9781457), (39.1733394, 57.9784121))",primary,road
"((39.1733394, 57.9784121), (39.1722859, 57.9787968))",primary,road
"((39.1722859, 57.9787968), (39.1714789, 57.9790706))",primary,road
"((42.1510435, 57.4427915), (42.1509153, 57.4424401))",unclassified,road
"((42.1509153, 57.4424401), (42.1508294, 57.4423636))",unclassified,road
"((42.1508294, 57.4423636), (42.1507356, 57.442238))",unclassified,road
"((42.1507356, 57.442238), (42.150532, 57.441903))",unclassified,road
"((42.150532, 57.441903), (42.1504987, 57.4417658))",unclassified,road
"((85.4149215, 55.8691829), (85.4147229, 55.8690975))",,rail
"((85.4147229, 55.8690975), (85.4137108, 55.8685996))",,rail
"((38.0836117, 63.9189467), (38.0839392, 63.9187822))",primary,road
"((38.0839392, 63.9187822), (38.0842253, 63.9185947))",primary,road
"((38.0842253, 63.9185947), (38.0850909, 63.9178775))",primary,road
"((38.0850909, 63.9178775), (38.085133, 63.9178426))",primary,road
"((38.085133, 63.9178426), (38.0854411, 63.9175844))",primary,road
"((58.4761985, 51.2385559), (58.4754932, 51.2383858))",service,road
"((45.1438264, 48.7179954), (45.1433411, 48.7180304))",unclassified,road
"((45.1433411, 48.7180304), (45.1426399, 48.7179807))",unclassified,road
"((45.1426399, 48.7179807), (45.1421693, 48.7179869))",unclassified,road
"((45.1421693, 48.7179869), (45.1406729, 48.7178814))",unclassified,road
"((45.1406729, 48.7178814), (45.1400894, 48.7178379))",unclassified,road
"((34.2650666, 62.2094616), (34.2652438, 62.2092589))",secondary,road
"((34.2652438, 62.2092589), (34.2659839, 62.2084466))",secondary,road
"((83.0897538, 54.8395008), (83.0897107, 54.8395326))",service,road
"((83.0897107, 54.8395326), (83.0896734, 54.83956))",service,road
"((83.0896734, 54.83956), (83.0896415, 54.8395835))",service,road
"((83.0896415, 54.8395835), (83.0894803, 54.8397022))",service,road
"((83.0894803, 54.8397022), (83.0894368, 54.8397361))",service,road
"((20.0949005, 67.5427207), (20.0943027, 67.5427873))",service,road
"((20.0943027, 67.5427873), (20.0940218, 67.5428372))",service,road
"((20.0940218, 67.5428372), (20.0934047, 67.5430153))",service,road
"((20.0934047, 67.5430153), (20.0930343, 67.5431433))",service,road
"((20.0930343, 67.5431433), (20.0925683, 67.5432927))",service,road
"((47.1628963, 56.108619), (47.162067, 56.1085947))",service,road
"((77.3432816, 46.9097515), (77.3545656, 46.9109001))",,rail
"((77.3545656, 46.9109001), (77.3554315, 46.9109734))",,rail
"((77.3554315, 46.9109734), (77.355979, 46.9110312))",,rail
"((77.355979, 46.9110312), (77.3565469, 46.9111257))",,rail
"((77.3565469, 46.9111257), (77.3567343, 46.9111637))",,rail
"((38.3258829, 56.2669542), (38.3261944, 56.2664955))",service,road
"((38.3261944, 56.2664955), (38.3262159, 56.265989))",service,road
"((61.3156865, 55.2169597), (61.3160902, 55.2166813))",,rail
"((61.3160902, 55.2166813), (61.3172113, 55.2158815))",,rail
"((61.3172113, 55.2158815), (61.3178088, 55.2154557))",,rail
"((61.3178088, 55.2154557), (61.3203314, 55.2137309))",,rail
"((17.6522561, 68.6210047), (17.6523218, 68.6209511))",service,road
"((17.6523218, 68.6209511), (17.6522789, 68.6206214))",service,road
"((71.4960904, 56.0023653), (71.4958334, 56.0022173))",service,road
"((82.8528739, 54.9559684), (82.8528956, 54.9562095))",service,road
"((82.8528956, 54.9562095), (82.8527181, 54.9563331))",service,road
"((82.8527181, 54.9563331), (82.8521373, 54.9565719))",service,road
"((82.8521373, 54.9565719), (82.8519439, 54.9567123))",service,road
"((82.8519439, 54.9567123), (82.8519127, 54.9568801))",service,road
"((41.0428619, 58.1485363), (41.0429947, 58.1484252))",unclassified,road
"((41.0429947, 58.1484252), (41.0431583, 58.1482801))",unclassified,road
"((41.0431583, 58.1482801), (41.0433005, 58.1481966))",unclassified,road
"((41.0433005, 58.1481966), (41.0434131, 58.1481648))",unclassified,road
"((41.0434131, 58.1481648), (41.0435244, 58.1481626))",unclassified,road
"((73.3037198, 54.8910316), (73.3037668, 54.8912405))",primary,road
"((73.3037668, 54.8912405), (73.3043166, 54.8936857))",primary,road
"((73.3043166, 54.8936857), (73.3042746, 54.8940492))",primary,road
"((51.2161559, 53.9056211), (51.2161149, 53.9058112))",service,road
"((51.2161149, 53.9058112), (51.2159509, 53.9059716))",service,road
"((30.4451868, 59.9712169), (30.4450636, 59.9716543))",,rail
"((42.0598113, 61.0551624), (42.0601462, 61.0550298))",service,road
"((42.0601462, 61.0550298), (42.0604354, 61.0549659))",service,road
"((42.0604354, 61.0549659), (42.0608211, 61.0550789))",service,road
"((42.0608211, 61.0550789), (42.0611509, 61.0553343))",service,road
"((42.0611509, 61.0553343), (42.0616177, 61.0557517))",service,road
"((38.6710286, 56.4212067), (38.6740494, 56.4213595))",service,road
"((45.8458336, 52.3235456), (45.845612, 52.3234912))",unclassified,road
"((45.845612, 52.3234912), (45.8453223, 52.3235617))",unclassified,road
"((45.8453223, 52.3235617), (45.8406124, 52.3249748))",unclassified,road
"((45.8406124, 52.3249748), (45.8390594, 52.3254502))",unclassified,road
"((45.8390594, 52.3254502), (45.8381045, 52.3256994))",unclassified,road
"((61.2950885, 55.1897737), (61.29479, 55.190001))",service,road
"((61.29479, 55.190001), (61.295388, 55.1902717))",service,road
"((61.295388, 55.1902717), (61.2959317, 55.1902972))",service,road
"((48.3674356, 54.3296559), (48.3684602, 54.329313))",service,road
"((48.3684602, 54.329313), (48.368531, 54.3293094))",service,road
"((48.368531, 54.3293094), (48.3686201, 54.3293349))",service,road
"((48.3686201, 54.3293349), (48.3691923, 54.3294767))",service,road
"((48.3691923, 54.3294767), (48.3693367, 54.3293022))",service,road
"((48.8345919, 54.3526836), (48.8341993, 54.3523952))",tertiary,road
"((48.8341993, 54.3523952), (48.8340652, 54.3522892))",tertiary,road
"((85.6363866, 54.9305224), (85.6368533, 54.9313092))",,rail
"((85.6368533, 54.9313092), (85.6375158, 54.9323987))",,rail
"((85.6375158, 54.9323987), (85.6380871, 54.9333202))",,rail
"((75.3455579, 45.2353902), (75.3456923, 45.235499))",unclassified,road
"((75.3456923, 45.235499), (75.3459173, 45.2356093))",unclassified,road
"((75.3459173, 45.2356093), (75.3462017, 45.2357642))",unclassified,road
"((75.3462017, 45.2357642), (75.3465291, 45.235941))",unclassified,road
"((75.3465291, 45.235941), (75.346733, 45.2360846))",unclassified,road
"((23.3898713, 67.4849646), (23.3894573, 67.4857365))",primary,road
"((23.3894573, 67.4857365), (23.3893396, 67.4860471))",primary,road
"((23.3893396, 67.4860471), (23.3893166, 67.4862898))",primary,road
"((23.3893166, 67.4862898), (23.3893973, 67.486782))",primary,road
"((23.3893973, 67.486782), (23.3894383, 67.4872259))",primary,road
"((46.964542, 51.7870883), (46.9636992, 51.7875863))",service,road
"((73.4458468, 55.0178384), (73.4485733, 55.0180961))",service,road
"((30.310534, 59.9130632), (30.3105348, 59.9130102))",service,road
"((30.3105348, 59.9130102), (30.310535, 59.9130001))",service,road
"((30.310535, 59.9130001), (30.3105381, 59.9128285))",service,road
"((30.3105381, 59.9128285), (30.3105386, 59.912796))",service,road
"((35.1572006, 62.5272366), (35.1568039, 62.5272372))",service,road
"((35.1568039, 62.5272372), (35.1563875, 62.527153))",service,road
"((35.1563875, 62.527153), (35.1559027, 62.5270662))",service,road
"((35.1559027, 62.5270662), (35.1555875, 62.5270414))",service,road
"((71.5608033, 54.9191419), (71.5608325, 54.9190149))",service,road
"((71.5608325, 54.9190149), (71.5608406, 54.9189799))",service,road
"((42.0754157, 61.0600383), (42.0736529, 61.0600126))",tertiary,road
"((24.1211666, 62.1386334), (24.1210172, 62.1386024))",unclassified,road
"((30.3119599, 60.0622899), (30.3118233, 60.0621546))",service,road
"((30.3118233, 60.0621546), (30.3117054, 60.0620276))",service,road
"((30.3117054, 60.0620276), (30.311738, 60.0619821))",service,road
"((30.311738, 60.0619821), (30.3124698, 60.0618197))",service,road
"((30.3124698, 60.0618197), (30.3125271, 60.061852))",service,road
"((73.2905004, 61.2936164), (73.2908437, 61.2934506))",service,road
"((73.2908437, 61.2934506), (73.2914016, 61.2932497))",service,road
"((47.5725675, 53.1266232), (47.5723259, 53.1263991))",service,road
"((47.5723259, 53.1263991), (47.5722236, 53.1263056))",service,road
"((47.2900931, 56.0817356), (47.2898908, 56.0820105))",service,road
"((49.9065259, 57.2562123), (49.912324, 57.248538))",primary,road
"((49.912324, 57.248538), (49.913281, 57.247175))",primary,road
"((49.913281, 57.247175), (49.913528, 57.246385))",primary,road
"((49.913528, 57.246385), (49.913434, 57.245398))",primary,road
"((49.913434, 57.245398), (49.913154, 57.244428))",primary,road
"((81.6166072, 52.7216701), (81.618085, 52.7214238))",service,road
"((64.2314526, 60.5394272), (64.2318136, 60.5397044))",unclassified,road
"((64.2318136, 60.5397044), (64.2323898, 60.5401435))",unclassified,road
"((64.2323898, 60.5401435), (64.2325481, 60.5402431))",unclassified,road
"((64.2325481, 60.5402431), (64.2327562, 60.5403383))",unclassified,road
"((52.4913076, 51.1603147), (52.4923029, 51.1607358))",unclassified,road
"((52.4923029, 51.1607358), (52.4933275, 51.1611597))",unclassified,road
"((52.4933275, 51.1611597), (52.4944863, 51.1616105))",unclassified,road
"((52.4944863, 51.1616105), (52.4949744, 51.161772))",unclassified,road
"((52.4949744, 51.161772), (52.4958059, 51.1620041))",unclassified,road
"((39.8738044, 59.2090195), (39.8733326, 59.2091732))",,rail
"((39.8733326, 59.2091732), (39.8724344, 59.2094733))",,rail
"((39.8724344, 59.2094733), (39.8717129, 59.2097184))",,rail
"((39.8717129, 59.2097184), (39.8709661, 59.2099807))",,rail
"((39.8709661, 59.2099807), (39.870227, 59.2102635))",,rail
"((71.4196621, 51.1342325), (71.4196072, 51.1340827))",service,road
"((71.4196072, 51.1340827), (71.419617, 51.1340449))",service,road
geometry,class,subtype
"((100.4319544, 6.2489353), (100.4321482, 6.2489379))",service,road
"((100.4321482, 6.2489379), (100.432161, 6.2489425))",service,road
"((100.432161, 6.2489425), (100.432171, 6.2489546))",service,road
"((100.432171, 6.2489546), (100.4322368, 6.2490431))",service,road
"((102.2131879, 2.2924366), (102.2132429, 2.2925131))",unclassified,road
"((102.1269165, 2.5612228), (102.1271654, 2.5609008))",tertiary,road
"((102.1271654, 2.5609008), (102.1273814, 2.5606681))",tertiary,road
"((102.1273814, 2.5606681), (102.1275343, 2.5605482))",tertiary,road
"((102.1275343, 2.5605482), (102.1276596, 2.5604594))",tertiary,road
"((102.1276596, 2.5604594), (102.1277992, 2.5603762))",tertiary,road
"((101.9939389, 2.6905713), (101.9946254, 2.6902839))",service,road
"((101.9946254, 2.6902839), (101.9953708, 2.6899719))",service,road
"((103.0444744, 2.2529821), (103.0446003, 2.2529809))",unclassified,road
"((102.959698, 1.9860172), (102.9598121, 1.9860247))",service,road
"((95.0422923, 16.7130649), (95.0422601, 16.7134759))",unclassified,road
"((95.0422601, 16.7134759), (95.0422708, 16.7138356))",unclassified,road
"((95.0422708, 16.7138356), (95.042303, 16.7147912))",unclassified,road
"((101.2024423, 13.9377592), (101.2024055, 13.9378764))",service,road
"((101.2024055, 13.9378764), (101.2023948, 13.9379239))",service,road
"((101.2023948, 13.9379239), (101.2023841, 13.9380411))",service,road
"((101.2023841, 13.9380411), (101.2023921, 13.9383398))",service,road
"((102.5912679, 2.1709091), (102.5914524, 2.1710664))",service,road
"((102.5914524, 2.1710664), (102.5917642, 2.171311))",service,road
"((102.5917642, 2.171311), (102.5920565, 2.1715402))",service,road
"((102.5920565, 2.1715402), (102.5923856, 2.1717983))",service,road
"((102.5923856, 2.1717983), (102.5924422, 2.1718427))",service,road
"((103.6838151, 1.3388025), (103.6836173, 1.3388824))",service,road
"((100.8548865, 13.8587003), (100.8548489, 13.8587628))",service,road
"((100.8548489, 13.8587628), (100.8548342, 13.8588097))",service,road
"((100.8548342, 13.8588097), (100.8548262, 13.8588683))",service,road
"((100.8548262, 13.8588683), (100.8548462, 13.8594769))",service,road
"((103.2687529, 3.7950002), (103.2686077, 3.7952108))",service,road
"((106.6978403, 10.7908992), (106.6975518, 10.7911868))",service,road
"((100.0521724, 13.8847506), (100.0525288, 13.8847293))",service,road
"((101.258076, 6.8487782), (101.2582384, 6.8489139))",service,road
"((101.2582384, 6.8489139), (101.2582947, 6.8489991))",service,road
"((101.2582947, 6.8489991), (101.2583712, 6.8491562))",service,road
"((85.158624, 56.3672571), (85.1580884, 56.3672929))",primary,road
"((85.1580884, 56.3672929), (85.1576007, 56.3673306))",primary,road
"((85.1576007, 56.3673306), (85.1568999, 56.367376))",primary,road
"((85.1568999, 56.367376), (85.1563707, 56.3674013))",primary,road
"((85.1563707, 56.3674013), (85.1559486, 56.367412))",primary,road
"((98.1794876, 3.2079666), (98.1795137, 3.2078747))",unclassified,road
"((98.1795137, 3.2078747), (98.1796431, 3.2074203))",unclassified,road
"((98.1796431, 3.2074203), (98.1796056, 3.2071016))",unclassified,road
"((98.1796056, 3.2071016), (98.1795385, 3.2070105))",unclassified,road
"((98.1795385, 3.2070105), (98.1794178, 3.2069623))",unclassified,road
"((102.2486647, 5.9583648), (102.2490531, 5.9582456))",tertiary,road
"((102.0129926, 2.3790013), (102.0132195, 2.3803034))",service,road
"((101.1777414, 6.6515782), (101.1777413, 6.6518424))",service,road
"((99.9605583, 0.2408748), (99.96013, 0.2409))",secondary,road
"((99.96013, 0.2409), (99.95976, 0.24104))",secondary,road
"((99.95976, 0.24104), (99.95967, 0.24113))",secondary,road
"((99.95967, 0.24113), (99.95944, 0.24159))",secondary,road
"((99.95944, 0.24159), (99.95922, 0.24214))",secondary,road
"((98.7674144, 1.7635567), (98.7671965, 1.7633))",service,road
"((100.9653075, 0.6571679), (100.96457, 0.6577812))",unclassified,road
"((100.96457, 0.6577812), (100.963285, 0.6588275))",unclassified,road
"((100.963285, 0.6588275), (100.9624347, 0.6595208))",unclassified,road
"((100.9624347, 0.6595208), (100.958393, 0.6628137))",unclassified,road
"((100.958393, 0.6628137), (100.9578106, 0.6632931))",unclassified,road
"((103.6954947, 1.3288953), (103.6961786, 1.328898))",service,road
"((103.6961786, 1.328898), (103.6961896, 1.3289056))",service,road
"((103.6961896, 1.3289056), (103.6962002, 1.3289188))",service,road
"((103.6962002, 1.3289188), (103.6962029, 1.3289356))",service,road
"((103.6962029, 1.3289356), (103.6962048, 1.3290492))",service,road
"((103.2618954, 5.0958634), (103.2608355, 5.0954453))",service,road
"((103.2608355, 5.0954453), (103.2607629, 5.0954083))",service,road
"((103.2607629, 5.0954083), (103.2607291, 5.0953746))",service,road
"((103.2607291, 5.0953746), (103.2607189, 5.0953342))",service,road
"((103.2607189, 5.0953342), (103.2607257, 5.0952871))",service,road
"((101.0645354, 14.0789749), (101.0644007, 14.0782553))",tertiary,road
"((101.0644007, 14.0782553), (101.0643118, 14.0777809))",tertiary,road
"((101.0643118, 14.0777809), (101.0642107, 14.0772411))",tertiary,road
"((101.0642107, 14.0772411), (101.0639673, 14.0759413))",tertiary,road
"((101.0639673, 14.0759413), (101.063595, 14.074081))",tertiary,road
"((103.6180297, 1.6389065), (103.6179105, 1.638728))",primary,road
"((103.6179105, 1.638728), (103.6178367, 1.6386135))",primary,road
"((103.6178367, 1.6386135), (103.6177194, 1.6384315))",primary,road
"((105.1715787, 8.9223556), (105.1715545, 8.9224192))",service,road
"((105.1715545, 8.9224192), (105.1715492, 8.9224483))",service,road
"((105.1715492, 8.9224483), (105.1715559, 8.9224801))",service,road
"((105.1715559, 8.9224801), (105.1715747, 8.9225053))",service,road
"((105.1715747, 8.9225053), (105.1716243, 8.9225556))",service,road
"((100.4197628, 5.3604588), (100.4198241, 5.3605635))",service,road
"((101.1228972, 13.6413486), (101.1226096, 13.6411248))",service,road
"((101.1226096, 13.6411248), (101.1225555, 13.641089))",service,road
"((101.1225555, 13.641089), (101.1225358, 13.6410752))",service,road
"((94.8862011, 16.1390438), (94.8863983, 16.1381588))",,water
"((94.8863983, 16.1381588), (94.8866571, 16.1375462))",,water
"((94.8866571, 16.1375462), (94.8871131, 16.137049))",,water
"((94.8871131, 16.137049), (94.8877571, 16.136386))",,water
"((94.8877571, 16.136386), (94.8880528, 16.1359095))",,water
"((100.6220056, 13.5389561), (100.6218494, 13.5390572))",service,road
"((100.6218494, 13.5390572), (100.6217475, 13.5391329))",service,road
"((100.6217475, 13.5391329), (100.6216469, 13.5392515))",service,road
"((100.6216469, 13.5392515), (100.6215544, 13.5393708))",service,road
"((100.6215544, 13.5393708), (100.6215115, 13.5395175))",service,road
"((106.1544953, 11.0630257), (106.1544648, 11.0608959))",unclassified,road
"((107.9871439, 10.9650734), (107.9868629, 10.9639701))",motorway,road
"((107.9868629, 10.9639701), (107.9863241, 10.9618955))",motorway,road
"((99.5981868, 13.877093), (99.5985054, 13.8773346))",service,road
"((99.5985054, 13.8773346), (99.5993581, 13.8779629))",service,road
"((99.5993581, 13.8779629), (99.5996787, 13.8781397))",service,road
"((102.0939526, 2.5853583), (102.0935711, 2.5856511))",service,road
"((95.7988478, 5.5326242), (95.7985702, 5.5324775))",unclassified,road
"((95.7985702, 5.5324775), (95.7982564, 5.5322319))",unclassified,road
"((100.8315101, 6.0599461), (100.8318543, 6.0599444))",service,road
"((100.3282616, 14.4625178), (100.3282683, 14.4628098))",service,road
"((100.3282683, 14.4628098), (100.328283, 14.4628838))",service,road
"((100.328283, 14.4628838), (100.3283004, 14.4629435))",service,road
"((100.3283004, 14.4629435), (100.3283487, 14.4630189))",service,road
"((100.3283487, 14.4630189), (100.3284198, 14.4630799))",service,road
"((102.0798513, 1.1355569), (102.0784271, 1.1353531))",service,road
"((100.3473937, 13.9560925), (100.347603, 13.9559454))",service,road
"((100.6791217, 4.5841157), (100.6789577, 4.5841397))",service,road
"((100.6789577, 4.5841397), (100.6789961, 4.5844002))",service,road
"((100.6789961, 4.5844002), (100.6791601, 4.5843762))",service,road
"((101.1491149, 6.6760674), (101.1492153, 6.6763301))",service,road
"((94.3271646, 15.9935501), (94.3271654, 15.9937542))",unclassified,road
"((94.3271654, 15.9937542), (94.3273504, 15.9940987))",unclassified,road
"((94.3273504, 15.9940987), (94.3276455, 15.994462))",unclassified,road
"((94.3276455, 15.994462), (94.3279562, 15.9947984))",unclassified,road
"((94.3279562, 15.9947984), (94.3282608, 15.9951661))",unclassified,road
"((100.9383702, 13.5407366), (100.9381905, 13.5408539))",service,road
"((100.9381905, 13.5408539), (100.9381014, 13.5408559))",service,road
"((101.8204254, 2.553004), (101.820994, 2.5536096))",unclassified,road
"((100.0087903, 13.8019963), (100.0085008, 13.8020372))",service,road
"((110.4859002, 0.3171795), (110.4860597, 0.3173514))",tertiary,road
"((110.4860597, 0.3173514), (110.4865336, 0.3178126))",tertiary,road
"((110.4865336, 0.3178126), (110.4869092, 0.3182158))",tertiary,road
"((110.4869092, 0.3182158), (110.4870627, 0.3184064))",tertiary,road
"((110.4870627, 0.3184064), (110.4872627, 0.3186897))",tertiary,road
"((106.7455773, 10.8375923), (106.7455805, 10.8371241))",tertiary,road
"((105.2889466, 9.2743014), (105.2884933, 9.2738712))",unclassified,road
"((105.2884933, 9.2738712), (105.288325, 9.2737178))",unclassified,road
"((105.288325, 9.2737178), (105.2881354, 9.2735503))",unclassified,road
"((105.2881354, 9.2735503), (105.2879904, 9.2734303))",unclassified,road
"((105.2879904, 9.2734303), (105.2878985, 9.273342))",unclassified,road
"((99.9157964, 14.0189576), (99.9158753, 14.0190901))",service,road
"((99.9158753, 14.0190901), (99.9159711, 14.0192215))",service,road
"((99.9159711, 14.0192215), (99.9160435, 14.0193144))",service,road
