geometry,class,subtype
"((125.6666019, 38.3520767), (125.6671385, 38.3524769))",tertiary,road
"((114.2371969, 35.7551959), (114.2377415, 35.7551628))",unclassified,road
"((113.9457555, 35.0460593), (113.9455945, 35.045852))",unclassified,road
"((115.0100179, 37.5383385), (115.013832, 37.5373133))",unclassified,road
"((117.404446, 36.7392667), (117.4044687, 36.7407357))",tertiary,road
"((119.0845402, 36.6353272), (119.0842619, 36.6353313))",tertiary,road
"((117.5072956, 39.0780267), (117.5072572, 39.0779531))",unclassified,road
"((126.9613831, 37.1503138), (126.9612745, 37.1503326))",unclassified,road
"((114.6124461, 36.8524173), (114.6139899, 36.8523884))",unclassified,road
"((130.4984724, 33.7606534), (130.4987625, 33.7606306))",primary,road
"((113.9560933, 34.7930271), (113.956093, 34.7930877))",tertiary,road
"((130.5459694, 33.7904988), (130.5458513, 33.7909977))",service,road
"((118.4882048, 33.7595731), (118.4883431, 33.7595364))",service,road
"((118.27465, 33.9394175), (118.2758819, 33.9393816))",service,road
"((130.622643, 33.839584), (130.6226597, 33.8396116))",service,road
"((122.6613875, 37.4095416), (122.6610134, 37.4097002))",secondary,road
"((113.7428579, 35.1914272), (113.7423268, 35.188681))",unclassified,road
"((126.9715929, 37.500576), (126.9715784, 37.5001055))",service,road
"((119.355041, 35.2018667), (119.3570062, 35.2068534))",tertiary,road
"((127.3108537, 37.9430278), (127.3108112, 37.9429596))",secondary,road
"((114.1375079, 35.6210915), (114.1373343, 35.6203017))",unclassified,road
"((130.3694732, 33.5589323), (130.3696056, 33.5589085))",unclassified,road
"((131.512749, 33.6234814), (131.5124337, 33.6234966))",unclassified,road
"((116.3702613, 39.8363093), (116.3696712, 39.8361898))",service,road
"((118.3053086, 35.1149067), (118.3074392, 35.1138186))",primary,road
"((114.5627739, 37.280449), (114.562673, 37.2798177))",unclassified,road
"((117.0715504, 35.0917124), (117.0682132, 35.09311))",primary,road
"((128.005515, 35.7246665), (128.0053594, 35.7249234))",service,road
"((127.2912186, 37.3380282), (127.2914252, 37.3383784))",service,road
"((117.1575415, 34.3404536), (117.1579236, 34.340714))",,rail
"((118.9752308, 34.7306973), (118.9756572, 34.7275649))",unclassified,road
"((130.4019276, 33.1648001), (130.4019042, 33.1648217))",service,road
"((128.2781183, 35.9176526), (128.2783722, 35.9177281))",secondary,road
"((116.0947399, 37.2187942), (116.0894517, 37.2190936))",secondary,road
"((116.3067233, 39.7439986), (116.3060625, 39.7440014))",service,road
"((118.913218, 39.4321538), (118.9131651, 39.4340676))",primary,road
"((128.6233261, 35.5473891), (128.6235252, 35.5475047))",unclassified,road
"((113.2674505, 34.7664467), (113.2674122, 34.7663967))",secondary,road
"((131.6029313, 33.4145755), (131.6025987, 33.4143314))",tertiary,road
"((131.317414, 33.5228672), (131.317281, 33.5229489))",motorway,road
"((127.3824167, 36.3104697), (127.3825369, 36.310608))",service,road
"((117.5555918, 39.32388), (117.5536892, 39.3237289))",tertiary,road
"((135.2106242, 34.6920985), (135.2100585, 34.6917987))",tertiary,road
"((133.86171, 35.4915515), (133.8614363, 35.4916334))",unclassified,road
"((134.41034, 34.7395552), (134.4104486, 34.7398566))",unclassified,road
"((138.0593984, 34.6598543), (138.0594543, 34.6598414))",unclassified,road
"((133.0020472, 34.2359851), (133.0023196, 34.2361792))",unclassified,road
"((128.4956889, 41.9080548), (128.4971081, 41.908149))",unclassified,road
"((136.2740227, 35.3102704), (136.2740188, 35.3103113))",unclassified,road
"((138.3413008, 36.3754106), (138.3413792, 36.3755036))",service,road
"((138.1441341, 35.9971706), (138.1435751, 35.996986))",unclassified,road
"((139.1798314, 36.3252398), (139.1798522, 36.3252373))",tertiary,road
"((131.9126823, 43.1571081), (131.9127068, 43.1570714))",service,road
"((135.7648602, 35.0784749), (135.7649679, 35.0785899))",service,road
"((135.880779, 35.070115), (135.8803907, 35.0694435))",unclassified,road
"((137.3736652, 34.8597414), (137.3736783, 34.8595783))",service,road
"((135.5921348, 34.9909281), (135.5921594, 34.9912521))",tertiary,road
"((135.0067101, 34.6496249), (135.006862, 34.6494626))",service,road
"((133.497802, 35.4478996), (133.498397, 35.448064))",unclassified,road
"((136.2324555, 35.2553824), (136.23249, 35.255426))",service,road
"((137.0720837, 34.8179576), (137.0719925, 34.8178915))",unclassified,road
"((137.278051, 36.1221515), (137.27793, 36.1222821))",tertiary,road
"((135.1117992, 35.2983276), (135.111426, 35.2986435))",unclassified,road
"((135.5105613, 34.6934381), (135.5105518, 34.6934097))",service,road
"((133.4208436, 34.6273404), (133.4211662, 34.627586))",unclassified,road
"((136.8027623, 35.2343497), (136.8027737, 35.2344519))",service,road
"((125.5456677, 44.1197516), (125.5456387, 44.1226693))",tertiary,road
"((135.7582566, 34.6372862), (135.7585234, 34.6373736))",unclassified,road
"((135.7446866, 35.0035996), (135.74496, 35.0035989))",primary,road
"((134.2511635, 34.0808339), (134.2495534, 34.0808773))",unclassified,road
"((140.1884783, 35.1273749), (140.1885541, 35.1275101))",secondary,road
"((132.6778407, 34.8739993), (132.6780075, 34.8742776))",primary,road
"((132.3275809, 43.3774677), (132.3276482, 43.3774075))",service,road
"((136.9957482, 34.9870224), (136.9958935, 34.9868858))",tertiary,road
"((137.0197323, 35.2412178), (137.0193123, 35.2405239))",tertiary,road
"((132.7140431, 34.9987267), (132.7141878, 34.9987757))",service,road
"((134.553924, 34.13567), (134.55384, 34.135673))",unclassified,road
"((135.5262635, 35.4895601), (135.5263359, 35.489493))",service,road
"((138.6563839, 35.1469962), (138.6562797, 35.1466434))",unclassified,road
"((134.8196725, 34.7653488), (134.8190302, 34.7649054))",tertiary,road
"((138.3017807, 34.7864289), (138.3025067, 34.7859172))",unclassified,road
"((135.5726775, 34.7359666), (135.5724782, 34.7359264))",unclassified,road
"((133.9392605, 34.4919008), (133.9399916, 34.4927693))",unclassified,road
"((139.5434724, 35.4340022), (139.5431556, 35.4341857))",service,road
"((131.7683168, 34.0732402), (131.7691683, 34.073266))",unclassified,road
"((139.8347513, 35.0476319), (139.8349873, 35.0476067))",service,road
"((133.6832352, 34.6695483), (133.6832647, 34.6696031))",service,road
"((134.0544545, 34.3225912), (134.0544756, 34.3226986))",primary,road
"((134.7423109, 34.8239381), (134.7427024, 34.8249905))",unclassified,road
"((136.8819638, 35.3226057), (136.881772, 35.3221594))",unclassified,road
"((139.6305001, 35.4499017), (139.6304522, 35.449963))",tertiary,road
"((137.4872226, 35.2666105), (137.4874107, 35.2666281))",tertiary,road
"((133.681063, 35.457182), (133.68096, 35.457194))",unclassified,road
"((131.596876, 34.485466), (131.596702, 34.485561))",service,road
"((132.7635622, 33.821733), (132.7642978, 33.8217341))",tertiary,road
"((136.5069768, 35.0541957), (136.5069659, 35.05423))",unclassified,road
"((135.9492009, 34.9627863), (135.9493407, 34.9628682))",unclassified,road
"((139.4601999, 35.4073521), (139.4600523, 35.4073505))",primary,road
"((138.9429424, 35.3292727), (138.9429113, 35.329257))",unclassified,road
"((134.8824815, 34.7729843), (134.8825261, 34.7731211))",service,road
"((135.6200113, 34.6281998), (135.6203086, 34.6280114))",unclassified,road
"((136.23251, 36.2125897), (136.2316208, 36.2118307))",unclassified,road
"((132.7513528, 33.8874439), (132.7512333, 33.8876382))",secondary,road
"((132.7555239, 33.9117035), (132.7556009, 33.9117089))",unclassified,road
"((139.9198614, 35.2094458), (139.9198555, 35.2095301))",unclassified,road
"((139.1996901, 36.281308), (139.1997895, 36.2812755))",unclassified,road
"((138.9623484, 34.832421), (138.9623817, 34.8323329))",service,road
"((138.1427723, 36.4806897), (138.1428007, 36.4807313))",unclassified,road
"((136.7370736, 35.2602995), (136.7366819, 35.260284))",unclassified,road
"((135.3096297, 34.3629128), (135.3100573, 34.3627391))",unclassified,road
"((133.3920328, 35.2555059), (133.3918365, 35.2552628))",primary,road
"((133.4658659, 35.361763), (133.4662942, 35.3617848))",unclassified,road
"((139.310088, 35.5804658), (139.3101415, 35.5807348))",unclassified,road
"((137.3997295, 34.6625491), (137.3999207, 34.66262))",unclassified,road
"((138.2940042, 36.0472439), (138.2939176, 36.0473738))",unclassified,road
"((131.9748401, 43.8005052), (131.9750341, 43.7994299))",service,road
"((136.6794384, 35.4509734), (136.6780524, 35.4509598))",unclassified,road
"((137.0426116, 34.6006785), (137.043231, 34.600414))",unclassified,road
"((136.8526295, 35.2767725), (136.8526341, 35.2764742))",tertiary,road
"((136.2015764, 35.9515664), (136.2015317, 35.951201))",motorway,road
"((136.2822724, 36.0122839), (136.2822887, 36.0122041))",tertiary,road
"((136.1580299, 35.9312313), (136.1560243, 35.9312198))",primary,road
"((125.2831444, 43.821852), (125.2824764, 43.8218517))",service,road
"((133.9976558, 34.3574549), (133.997585, 34.3567919))",unclassified,road
"((136.979662, 34.933228), (136.97977, 34.932942))",unclassified,road
"((137.3905188, 34.6639052), (137.3904839, 34.663839))",service,road
"((135.5044215, 34.5174042), (135.5046756, 34.5169752))",primary,road
"((136.277272, 34.9598518), (136.2773746, 34.9598904))",service,road
"((129.9756763, 43.0273385), (129.9749658, 43.0272462))",unclassified,road
"((136.7508649, 35.1788853), (136.7508262, 35.179208))",service,road
"((138.237281, 34.799043), (138.2364947, 34.7983933))",unclassified,road
"((136.4897764, 34.6400744), (136.4897488, 34.6402358))",unclassified,road
"((138.5672911, 35.6689214), (138.5674562, 35.6693177))",unclassified,road
"((137.7724295, 34.7088771), (137.7724251, 34.7085729))",tertiary,road
"((136.8511444, 34.9397734), (136.851195, 34.939838))",unclassified,road
"((139.5936814, 35.4511281), (139.5940324, 35.4511449))",tertiary,road
"((131.9385578, 43.8010665), (131.9396694, 43.8011694))",service,road
"((136.8766362, 34.852944), (136.8776743, 34.8542983))",tertiary,road
"((135.7183425, 34.7326426), (135.718372, 34.7327154))",service,road
"((136.6337054, 35.18571), (136.6336159, 35.1858762))",unclassified,road
"((137.448367, 35.5812655), (137.4484719, 35.5813454))",tertiary,road
"((133.6171115, 34.7935123), (133.6171236, 34.7936004))",tertiary,road
"((137.1685755, 34.952659), (137.1691078, 34.9525039))",unclassified,road
"((126.0956384, 39.4648565), (126.0960755, 39.4648565))",unclassified,road
"((136.9920667, 35.0839463), (136.9919993, 35.0839884))",secondary,road
"((136.8707819, 35.2156625), (136.8705128, 35.2151805))",unclassified,road
"((133.6325676, 34.5521692), (133.632646, 34.5522039))",tertiary,road
"((139.333109, 35.3501864), (139.3331528, 35.350079))",unclassified,road
"((138.5817766, 35.6585406), (138.5820252, 35.6584932))",service,road
"((135.985766, 34.302498), (135.986234, 34.302634))",unclassified,road
"((139.1107872, 36.3855989), (139.1105242, 36.3855925))",unclassified,road
"((139.5216966, 35.4863614), (139.5217843, 35.4864223))",primary,road
"((137.0044349, 34.9956831), (137.004505, 34.9952998))",unclassified,road
"((136.8554185, 35.16861), (136.8551967, 35.1684977))",tertiary,road
"((137.0961424, 34.9511505), (137.0964543, 34.9514458))",secondary,road
"((138.9735193, 36.2590802), (138.9735033, 36.2597485))",secondary,road
"((135.3594079, 34.8077506), (135.3595031, 34.8080655))",unclassified,road
"((137.2149932, 35.0610145), (137.2153102, 35.0603246))",unclassified,road
"((139.5339324, 35.4872238), (139.5343146, 35.4872053))",service,road
"((137.702801, 35.682032), (137.702703, 35.681915))",unclassified,road
"((133.4153988, 35.404714), (133.415474, 35.4048947))",service,road
"((138.6741385, 35.6692667), (138.6747557, 35.6696515))",unclassified,road
"((136.7624145, 35.2777366), (136.7626788, 35.2777086))",unclassified,road
"((136.7557719, 35.407196), (136.7559717, 35.4076544))",secondary,road
"((124.1429717, 39.8680048), (124.1430239, 39.8679359))",service,road
"((138.937405, 35.1052883), (138.9374583, 35.1052777))",unclassified,road
"((136.8352823, 35.1788964), (136.835272, 35.1790547))",unclassified,road
"((133.9907107, 35.1040907), (133.9907714, 35.1039679))",secondary,road
"((135.8689131, 34.7237718), (135.8687217, 34.7239075))",unclassified,road
"((137.5719622, 35.5099187), (137.5719126, 35.5097888))",primary,road
"((137.3742186, 34.8091682), (137.3744525, 34.8094422))",unclassified,road
"((136.5838678, 35.3480817), (136.5839191, 35.3470317))",primary,road
"((137.9563536, 35.8280977), (137.9563622, 35.8281659))",unclassified,road
"((134.9195909, 35.4892597), (134.920199, 35.4891571))",secondary,road
"((136.2316743, 36.0925484), (136.2324411, 36.0926563))",tertiary,road
"((137.0777209, 36.1369646), (137.0778771, 36.1369673))",motorway,road
"((139.3908577, 35.5509456), (139.3906731, 35.5516654))",unclassified,road
"((132.7649056, 33.8330184), (132.7648722, 33.8326178))",unclassified,road
"((137.7149979, 34.7372638), (137.7148437, 34.7364816))",unclassified,road
"((135.7285289, 34.5322306), (135.7283405, 34.5323204))",unclassified,road
"((139.9062645, 35.3481772), (139.9059635, 35.3478161))",unclassified,road
"((139.0314056, 36.2374071), (139.0307626, 36.237351))",tertiary,road
"((131.9472383, 43.0920047), (131.9474216, 43.0920599))",service,road
"((133.1118046, 35.1167013), (133.1117914, 35.116731))",service,road
"((137.7070506, 34.6938628), (137.7070777, 34.6938606))",unclassified,road
"((137.6511708, 34.6781732), (137.6511813, 34.6781388))",service,road
"((134.2698539, 34.2800446), (134.2698537, 34.2801908))",tertiary,road
"((134.4031636, 34.1129714), (134.4033367, 34.1129318))",secondary,road
"((135.4755623, 34.8234498), (135.4755152, 34.8235469))",unclassified,road
"((136.6647677, 34.504396), (136.6650182, 34.5043568))",tertiary,road
"((135.7011649, 34.3788198), (135.701175, 34.3788674))",unclassified,road
"((136.7747822, 35.1299498), (136.7750803, 35.1300377))",service,road
"((134.9652636, 34.7610753), (134.9647917, 34.7611898))",unclassified,road
"((136.7578889, 35.2927489), (136.7577484, 35.2923949))",unclassified,road
"((136.8624088, 35.582529), (136.8629097, 35.5823026))",service,road
"((137.4189415, 34.7455211), (137.4189443, 34.7450944))",unclassified,road
"((135.3136539, 35.1878722), (135.3133454, 35.1878209))",service,road
"((137.8265813, 34.7152352), (137.8274017, 34.7152627))",tertiary,road
"((136.8041809, 35.2977711), (136.8041607, 35.2978723))",unclassified,road
"((123.7517531, 41.5927771), (123.7527104, 41.5935795))",unclassified,road
"((134.1541928, 34.3405465), (134.1549147, 34.3406076))",tertiary,road
"((135.3507477, 34.4071055), (135.3506384, 34.4069512))",unclassified,road
"((137.3651298, 34.7512192), (137.3641086, 34.7507484))",tertiary,road
"((135.3862233, 33.7286307), (135.3860685, 33.728605))",unclassified,road
"((137.1221106, 35.0503185), (137.1222543, 35.0513265))",unclassified,road
"((136.2277943, 35.2619431), (136.2275208, 35.2614828))",unclassified,road
"((139.5967509, 35.376191), (139.5966902, 35.3761649))",tertiary,road
"((139.362718, 35.3199173), (139.3629477, 35.3201042))",unclassified,road
"((136.9525783, 35.1301844), (136.9524332, 35.1292209))",unclassified,road
"((132.5386901, 34.1689608), (132.539226, 34.169724))",unclassified,road
"((139.1040182, 34.8893207), (139.1027904, 34.8894753))",tertiary,road
"((139.6192811, 35.41911), (139.6195865, 35.4189103))",service,road
"((126.1957842, 39.7354449), (126.1945838, 39.7349949))",primary,road
"((132.757055, 33.8540999), (132.7570549, 33.8537134))",unclassified,road
"((134.9416622, 34.943602), (134.9417206, 34.9435771))",service,road
"((139.5855915, 35.2646816), (139.5856427, 35.2649096))",unclassified,road
"((137.1663965, 34.9563381), (137.1666388, 34.9570303))",unclassified,road
"((139.4873931, 35.5802204), (139.4875491, 35.5802124))",unclassified,road
"((134.9418883, 34.7528283), (134.9418316, 34.752883))",secondary,road
"((133.9438631, 35.2942401), (133.943719, 35.2951829))",unclassified,road
"((134.0969665, 34.6947705), (134.0971638, 34.6947607))",primary,road
"((133.6962069, 35.0860807), (133.6960536, 35.0862029))",unclassified,road
"((135.7027973, 34.9561671), (135.7027591, 34.9557269))",service,road
"((135.0022875, 34.7111422), (134.9997868, 34.7090865))",tertiary,road
"((134.0850962, 34.0475406), (134.0851149, 34.0476246))",unclassified,road
"((133.4568295, 34.8894251), (133.4567456, 34.8898176))",primary,road
"((139.6309889, 35.3030823), (139.6309173, 35.303019))",tertiary,road
"((138.6859741, 35.1788141), (138.6860254, 35.1788848))",unclassified,road
"((132.3764115, 34.3719931), (132.3760124, 34.3718427))",tertiary,road
"((137.1423537, 35.0771397), (137.1419514, 35.0771976))",unclassified,road
"((136.2450969, 35.9426425), (136.2451907, 35.9432784))",tertiary,road
"((137.1814495, 35.0875328), (137.1816532, 35.0873393))",unclassified,road
"((138.6235516, 35.2385949), (138.6230217, 35.2388124))",service,road
"((136.8882486, 35.3291013), (136.8877714, 35.3284429))",tertiary,road
"((127.4006419, 39.7315046), (127.4008733, 39.7313218))",secondary,road
